Name,Play Number,QB Comment,Series,Down,Distance,Field Position,Gain,Personnel,The_Play,Formation,Motion,Play,Run Concept,Pass Concept,R/P,Pass Result,QB#,J#,EFF
"04 NCCR OFF vs. FLUN (09/23/23), Play 040",40,PUNT,9,3,7,-41,6,12,DOLPHIN LT Z-BACK SHOW SALLY CRACK,DOLPHIN,BACK-Z,SHOW SALLY CRACK,,,P,C,4,13,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 041",41,,9,4,1,-47,5,12,NASA (U) YAHOO TRIX RT X-JET H-IN,TRIX,YAHOO,NASA,,,X,,4,,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 042",42,PUNT,9,1,10,48,-7,12,TRAIN RT OFF LIZZY SUN SWITCH X-DRAG,TRAIN,,LIZZY SUN SWITCH X-DRAG,,SUN SWITCH DRAG-X,P,SACK,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 043",43,PUNT,9,2,17,-45,19,12,(P) TRAIN LT OFF H-BOMBER N. CALI LUCY,TRAIN,BOMBER-H,N. CALI LUCY,,,P,C,4,81,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 044",44,PUNT,9,1,10,36,4,12,TRIPS RT OX 1 R-JET N. PITT COVER,TRIPS,,N. PITT COVER,PITT COVER,,R,,4,4,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 045",45,PUNT,9,2,6,32,5,11,YAC TRAIN RT OX SPIDER SLIP,TRAIN,AC-Y,SPIDER SLIP,BEETLE-SPIDER SLIP,,R,,4,4,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 046",46,PUNT,9,2,11,37,4,11,YAC HAC FIB DUAL RT OFF BEAR OMAR,DUAL,AC-Y,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 047",47,PUNT,9,3,7,33,-8,11,NINER JUKE,JUKE,,NINER JUKE,,JUKE,P,SACK,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 048",48,PUNT,10,0,10,-5,-4,12,DEUCE RT SLOT Q-LION BOSS,DEUCE,,Q-LION BOSS,BEAR-LION Q BOSS,,R,,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 049",49,PUNT,10,2,14,-1,3,12,TRIPS RT H-IN JORDAN,TRIPS,IN-H,JORDAN,JORDAN,,R,,4,4,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 050",50,,10,3,11,-4,,12,DEUCE LT SLOT THURSDAY,DEUCE,,THURSDAY,,,X,,4,,X
"04 NCCR OFF vs. FLUN (09/23/23), Play 051",51,,10,3,13,-2,,12,DOT LT JILL CHIP Y-PUNCH DANCER,DOT,,JILL CHIP Y-PUNCH DANCER,,PUNCH-Y DANCER,X,,4,10,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 052",52,PUNT,10,3,13,-2,8,12,DOT LT CLASSY JACK QK CHIP HERO SPACING,DOT,,QK JACK CHIP HERO SPACING,,HERO SPACING,P,C,4,19,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 053",53,DOWNS,11,0,10,-25,10,11,FIB DUAL RT OFF SPIDER Y-TRAIL,DUAL,,,,,,,,,
,,,,,,,,2 MINUTE,BEETLE-SPIDER,,C,Y,,,,,,,
"04 NCCR OFF vs. FLUN (09/23/23), Play 054",54,DOWNS,11,1,10,-35,7,11,FIB DUAL RT OFF SPIDER Y-TRAIL,DUAL,,SPIDER Y-TRAIL,BEETLE-SPIDER,,R,,4,4,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 055",55,DOWNS,11,2,3,-42,23,11,TRAIN RT OFF LOAD PIN SPROLES,TRAIN,,LOAD PIN SPROLES,,PIN SPROLES,P,C,4,10,Y
"04 NCCR OFF vs. FLUN (09/23/23), Play 056",56,DOWNS,11,1,10,35,0,11,TRAIN RT OFF JILL PIN BOOT,TRAIN,,JILL PIN BOOT,,PIN BOOT,P,I,4,3,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 057",57,DOWNS,11,2,10,35,0,11,Z-TANGO LT A R-HOME N. SPRINT SHOE,TANGO,,N. SPRINT SHOE,,SHOE,P,I,4,19,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 058",58,DOWNS,11,3,10,35,0,11,YAC TRAIN RT S. CALI RUBY,TRAIN,AC-Y,S. CALI RUBY,,,P,I,4,18,N
"04 NCCR OFF vs. FLUN (09/23/23), Play 059",59,DOWNS,11,4,10,35,0,11,TRAIN RT OFF THURSDAY (CK. JILL H-DRIVE DANCER),TRAIN,,JILL H-DRIVE DANCER,,DRIVE-H DANCER,P,I,4,19,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 001",1,PUNT,1,0,10,-18,2,21,(P) HAC FLEX RT BRONCO,FLEX,AC-H,BRONCO,BRONCO-ELWAY,,R,,4,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 002",2,PUNT,1,2,8,-20,2,21,NEAR LT BUZZ Q-PAPER Y-TAKE DANCER,NEAR,,Q-PAPER Y-TAKE DANCER,PENCIL-PAPER Q,TAKE-Y,R,,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 003",3,PUNT,1,3,6,-22,5,11,DAFFY RT Y-IN ROCK Y-DELAY ANKLE,DAFFY,IN-Y,ROCK Y-DELAY ANKLE,,DELAY-Y ANKLE,P,C,4,10,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 004",4,PUNT,1,4,1,-27,7,12,NINER SCUBA,DEUCE,,NINER SCUBA,SCUBA,,R,,4,13,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 005",5,PUNT,1,1,10,-34,-1,12,FIB DEUCE RT Z-IN BEETLE CUT Z-STICK,DEUCE,IN-Z,BEETLE CUT Z-STICK,BEETLE-SPIDER CUT,STICK-Z,R,,4,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 006",6,PUNT,1,2,11,-33,2,11,(P) DON LT Z-BOMBER BEETLE STREET,DON,BOMBER-Z,BEETLE STREET,BEETLE-SPIDER,,R,,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 007",7,PUNT,1,3,9,-35,0,11,TROLLY LT 1 THURSDAY (CK. R-HOME LOAD X-BULLS),TROLLY,,LOAD X-BULLS,,BULLS-X,P,C,4,2,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 008",8,MISSED FG,2,0,10,-20,3,11,FIB DUAL LT OFF H-BOMBER SPIDER,DUAL,BOMBER-H,SPIDER,BEETLE-SPIDER,,R,,4,13,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 009",9,MISSED FG,2,2,7,-23,52,11,TRAIN LT OFF OX AKRON SWING,TRAIN,,AKRON SWING,CLEVELAND-AKRON SWING,SWING,R,,4,4,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 010",10,MISSED FG,2,1,10,25,-1,11,FIB DOUBLE LT OFF H-BOMBER SPIDER,DOUBLE,BOMBER-H,SPIDER,BEETLE-SPIDER,,R,,4,13,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 011",11,MISSED FG,2,2,11,26,1,11-F,Z-TOXIC RT Z-JET SPIDER CUT,TOXIC,JET-Z,SPIDER CUT,BEETLE-SPIDER CUT,,R,,4,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 012",12,MISSED FG,2,3,10,25,0,11,TROLLY LT BASH Y-IN S. GOLFER FLOODER,TROLLY,IN-Y,S. GOLFER FLOODER,,GOLFER FLOODER,P,I,4,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 013",13,FIELD GOAL,3,0,10,-31,9,12,BUMP DEUCE LT SLOT CLEVELAND SWING,DEUCE,,CLEVELAND SWING,CLEVELAND-AKRON SWING,SWING,R,,4,4,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 014",14,FIELD GOAL,3,2,1,-40,6,12,DEUCE LT CLOSE QK JACK HERO SPACING,DEUCE,,QK JACK HERO SPACING,,HERO SPACING,P,C,4,84,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 015",15,FIELD GOAL,3,1,10,-46,4,12,(P) FIB TRIPS LT Z-JET SPIDER,TRIPS,JET-Z,SPIDER,BEETLE-SPIDER,,R,,4,0,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 016",16,FIELD GOAL,3,2,6,50,25,12,FIB FLANK RT H-CREEP H-SLIDE S. CALI Z-TSUNAMI,FLANK,CREEP-H,H-SLIDE S. CALI Z-TSUNAMI,,TSUNAMI-Z SLIDE-H,P,C,4,19,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 017",17,FIELD GOAL,3,1,10,25,2,12,DEUCE LT CLOSE Z-IN LEECH Z-TRAIL,DEUCE,IN-Z,LEECH Z-TRAIL,ROACH-LEECH,,P,C,4,19,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 018",18,FIELD GOAL,3,2,8,23,17,12,H-TANGO RT H-IN IRON WALL,TANGO,IN-H,IRON WALL,IRON-STEEL WALL,,R,,4,0,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 019",19,FIELD GOAL,3,1,6,7,3,12,DEUCE LT SLOT LEECH H-ARROW COKE,DEUCE,,LEECH H-ARROW COKE,ROACH-LEECH,ARROW-H,P,C,4,18,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 020",20,FIELD GOAL,3,2,3,4,1,12,DEUCE RT SLOT THURSDAY (CK. BUMP LION OLY),DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 021",21,FIELD GOAL,3,3,2,3,0,JUG,TRIX RT X-PLANE BEETLE SLICE FOLLOW,TRIX,PLANE-X,BEETLE SLICE FOLLOW,BEETLE-SPIDER SLICE FOLLOW,,R,,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 022",22,PUNT,4,0,10,-25,4,12,FIB TRIPS LT Z-JET SPIDER,TRIPS,JET-Z,SPIDER,BEETLE-SPIDER,,R,,4,1,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 023",23,PUNT,4,2,6,-29,-3,12,H-TANGO LT THURSDAY (CK. H-IN CLEVELAND SWING),TANGO,IN-H,CLEVELAND SWING,CLEVELAND-AKRON SWING,SWING,R,,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 024",24,PUNT,4,3,9,-26,0,11,DUAL LT OFF JILL STAY H-PUNCH SNAP,DUAL,,JILL STAY H-PUNCH SNAP,,PUNCH-H SNAP,P,I,4,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 025",25,END OF HALF,5,0,10,-13,0,21,TROUBLE LT 1 R-HOME N. TEXAS Z-BREAKER,TROUBLE,,N. TEXAS Z-BREAKER,,BREAKER-Z,P,SC,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 026",26,END OF HALF,5,2,10,-13,10,11,DAFFY LT Y-IN STEEL,DAFFY,IN-Y,STEEL,IRON-STEEL,,R,,4,1,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 027",27,END OF HALF,5,1,10,-23,6,11,TRAIN RT OFF BEETLE STRAIGHT,TRAIN,,BEETLE STRAIGHT,BEETLE-SPIDER,,P,C,4,18,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 028",28,END OF HALF,5,2,4,-29,9,11,DUAL RT CLASSY JACK SPACING X-STICK,DUAL,,JACK SPACING X-STICK,,STICK-X,P,C,4,18,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 029",29,END OF HALF,5,1,10,-38,-9,11,BOOM,DOS,,BOOM,,BOOM,P,SACK,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 030",30,END OF HALF,5,2,19,-29,0,11,DUAL RT OFF F-JACK BOOT ICE,DICE,,F-JACK BOOT ICE,,BOOT ICE,P,TA,4,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 031",31,END OF HALF,5,3,19,-29,12,11,DUAL RT OFF IRON,DUAL,,IRON,IRON-STEEL,,R,,4,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 032",32,PUNT,6,0,10,-25,,21,(P) HAC FLEX RT BRONCO,FLEX,AC-H,BRONCO,BRONCO-ELWAY,,R,,4,1,
"05 NCCR OFF vs. TXMU (09/30/23), Play 033",33,PUNT,6,1,10,-40,-2,21,(P) FLEX RT H-IN BRONCO,FLEX,IN-H,BRONCO,BRONCO-ELWAY,,R,,4,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 034",34,PUNT,6,2,12,-38,1,12,H-TANGO RT H-PLANE BEETLE Y-CULDESAC,TANGO,PLANE-H,BEETLE Y-CULDESAC,BEETLE-SPIDER,,P,C,4,86,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 035",35,PUNT,6,3,11,-39,0,11,YAC TRAIN LT THURSDAY (CK. S. SPRINTY SMASH),TRAIN,AC-Y,S. SPRINTY SMASH,,SMASH,P,I,4,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 036",36,DOWNS,7,0,10,-37,1,21P,FLEX RT H-BACK QR-TIGER,FLEX,BACK-H,QR-TIGER,BENGAL-TIGER QR,,R,,4,4,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 037",37,DOWNS,7,2,9,-38,0,21P,FLEX RT H-PLANE STEEL RENO R-SLIDE Y-CORNER,FLEX,PLANE-H,STEEL RENO R-SLIDE Y-CORNER,,SLIDE-R CORNER-Y,P,TA,4,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 038",38,,7,3,9,-38,,11,TRAIN LT OFF Z-IN S. SPRINTY COAT (CK. N. SPEEDO),TRAIN,IN-Z,N. SPEEDO,SPEEDO,,X,,4,,
"05 NCCR OFF vs. TXMU (09/30/23), Play 039",39,DOWNS,7,3,14,-33,9,11,YAC TRAIN LT THURSDAY (CK. SPIDER),TRAIN,AC-Y,SPIDER,BEETLE-SPIDER,,R,,4,13,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 040",40,DOWNS,7,4,5,-42,0,11,YAC DUAL RT ROCK Y-DELAY ANKLE,DUAL,AC-Y,ROCK Y-DELAY ANKLE,,DELAY-Y ANKLE,P,I,4,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 041",41,TOUCHDOWN,8,0,10,-25,18,12,(P) DOT RT LEECH,DOT,,LEECH,ROACH-LEECH,,R,,11,0,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 042",42,TOUCHDOWN,8,1,10,-43,2,12,(P) DOT LT ROACH,DOT,,ROACH,ROACH-LEECH,,R,,11,0,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 043",43,TOUCHDOWN,8,2,8,-45,7,12,JUMP DOT LT JILL CHIP Y-PUNCH SNAP,DOT,,JILL CHIP Y-PUNCH SNAP,,PUNCH-Y SNAP,P,C,11,12,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 044",44,TOUCHDOWN,8,3,1,48,-1,12,NINER SCUBA,DEUCE,,NINER SCUBA,SCUBA,,R,,11,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 045",45,TOUCHDOWN,8,4,2,49,4,12,TRAIN LT BILLY FRIDAY SPIDER,TRAIN,,FRIDAY SPIDER,BEETLE-SPIDER,,R,,11,1,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 046",46,TOUCHDOWN,8,1,10,30,16,12,FIB FLANK LT H-CREEP H-SLIDE N. CALI Z-TSUNAMI,FLANK,CREEP-H,H-SLIDE N. CALI Z-TSUNAMI,,TSUNAMI-Z SLIDE-H,P,C,11,19,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 047",47,TOUCHDOWN,8,1,10,14,,12,YAC TRAIN LT THURSDAY (CK. F-ROSE),TRAIN,AC-Y,F-ROSE,,,P,,11,,
"05 NCCR OFF vs. TXMU (09/30/23), Play 048",48,TOUCHDOWN,8,2,25,29,6,12,(P) FIB TRIPS RT Z-JET BEETLE,TRIPS,JET-Z,BEETLE,BEETLE-SPIDER,,R,,11,0,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 049",49,,8,3,19,23,,11,FIB DUAL LT H-JET S. LA GRONK X-DANCER,DUAL,JET-H,S. LA GRONK X-DANCER,,GRONK DANCER-X,P,I,11,,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 050",50,TOUCHDOWN,8,1,10,13,10,12,(P) DOT RT SLOT Z-PLANE LEECH Z-SLICE,DOT,PLANE-Z,LEECH Z-SLICE,ROACH-LEECH SLICE,,R,,11,0,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 051",51,TOUCHDOWN,8,1,3,3,0,12,NINER SCUBA,DEUCE,,NINER SCUBA,SCUBA,,R,,11,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 052",52,,8,2,3,3,,12,DOT LT SLOT Z-PLANE ROACH Z-SLICE Y-SHED,DOT,PLANE-Z,???,ROACH-LEECH SLICE,SHED-Y,P,TA,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 053",53,TOUCHDOWN,8,2,3,3,1,23,GL RT N. STROMBOLI,GL,,N. STROMBOLI,STROMBOLI,,R,,11,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 054",54,TOUCHDOWN,8,3,2,2,-1,23,GL RT N. STROMBOLI,GL,,N. STROMBOLI,STROMBOLI,,R,,11,26,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 055",55,TOUCHDOWN,8,4,3,3,3,11,Y-SHIFT TRAIN LT OX BUNCH S. SPRINTY CARROT,TRAIN,SHIFT-Y,S. SPRINTY CARROT,,CARROT,P,C,11,19,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 056",56,,8,5,3,3,0,11,DUAL LT A Z-TOPGUN IRON SHOVEL Z-STRAIGHT COKE,DUAL,TOPGUN-Z,IRON SHOVEL Z-STRAIGHT COKE,IRON-STEEL SHOVEL,SHOVEL,P,TA,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 057",57,TOUCHDOWN,9,0,10,-26,10,12,SKIP DEUCE LT ROACH,DEUCE,,ROACH,ROACH-LEECH,,R,,11,1,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 058",58,TOUCHDOWN,9,1,10,-36,13,12,DAFFY LT Y-IN STEEL Z-POP,DAFFY,IN-Y,STEEL Z-POP,IRON-STEEL,,P,C,11,19,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 059",59,TOUCHDOWN,9,1,10,-49,5,12,DEUCE RT LEECH,DEUCE,,LEECH,ROACH-LEECH,,R,,11,1,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 060",60,TOUCHDOWN,9,2,5,46,0,12,DOT RT JACK CHIP Y-PUNCH STUTTER,DOT,,JACK CHIP Y-PUNCH STUTTER,,PUNCH-Y STUTTER,P,I,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 061",61,TOUCHDOWN,9,3,5,46,8,12,FIB TRIPS RT Z-JET BEETLE,TRIPS,JET-Z,BEETLE,BEETLE-SPIDER,,R,,11,0,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 062",62,TOUCHDOWN,9,1,10,38,0,12,FLANK RT ROCK U-TURN LOOKIE,FLANK,,ROCK U-TURN LOOKIE,,U-TURN LOOKIE,P,TA,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 063",63,TOUCHDOWN,9,2,10,38,2,12,DEUCE RT LEECH,DEUCE,,LEECH,ROACH-LEECH,,R,,11,0,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 064",64,TOUCHDOWN,9,3,8,36,8,12,DUAL RT OFF JACK CHIP H-PUNCH SNAP,DUAL,,JACK CHIP H-PUNCH SNAP,,PUNCH-H SNAP,P,C,11,19,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 065",65,TOUCHDOWN,9,1,10,28,0,12,DUAL RT OFF IRON Z-POP,DUAL,,IRON Z-POP,IRON-STEEL,,P,I,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 066",66,TOUCHDOWN,9,2,10,28,4,13-F,DOT RT SLOT Z-PLANE LEECH Z-SLICE,DOT,PLANE-Z,LEECH Z-SLICE,ROACH-LEECH SLICE,,R,,11,1,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 067",67,TOUCHDOWN,9,3,6,24,14,12,H-TANGO LT A R-HOME LOAD Y-STICK Z-SPOON,TANGO,,LOAD Y-STICK Z-SPOON,,STICK-Y SPOON-Z,P,C,11,1,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 068",68,TOUCHDOWN,9,1,10,10,9,11,Y-SHIFT TRAIN RT OX BUNCH N. SPRINTY CARROT,TRAIN,SHIFT-Y,N. SPRINTY CARROT,,CARROT,P,C,11,84,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 069",69,,9,2,1,1,,12,FEDEX LT H-CREEP SPIDER SLICE SLICK,FEDEX,CREEP-H,SPIDER SLICE SLICK,BEETLE-SPIDER SLICE,SLICK,P,,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 070",70,TOUCHDOWN,9,2,6,6,5,12,BUMP FLANK RT ROCK U-TURN LOOKIE,FLANK,,ROCK U-TURN LOOKIE,,U-TURN LOOKIE,P,SC,11,11,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 071",71,TOUCHDOWN,9,3,1,1,1,12,FIRE SNEAKER,TRIX,YAHOO,FIRE SNEAKER,SNEAKER,,R,,11,11,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 072",72,,9,5,3,3,0,11,DUAL LT A Z-TOPGUN IRON SHOVEL Z-STRAIGHT COKE,DUAL,TOPGUN-Z,IRON SHOVEL Z-STRAIGHT COKE,IRON-STEEL SHOVEL,SHOVEL,X,,11,,
"05 NCCR OFF vs. TXMU (09/30/23), Play 073",73,INTERCEPTION,10,0,10,-25,14,11,DAFFY LT Y-IN STEEL Z-POP,DAFFY,IN-Y,STEEL Z-POP,IRON-STEEL,,P,C,11,19,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 074",74,INTERCEPTION,10,1,10,-39,11,11,TRAIN RT OFF JILL CHIP PIN BOOT,TRAIN,,JILL CHIP PIN BOOT,,PIN BOOT,P,C,11,18,Y
"05 NCCR OFF vs. TXMU (09/30/23), Play 075",75,INTERCEPTION,10,1,10,50,0,11,DUAL RT OFF ROCK Y-DELAY ANKLE,DUAL,,ROCK Y-DELAY ANKLE,,DELAY-Y ANKLE,P,I,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 076",76,INTERCEPTION,10,2,10,50,0,11,TROLLY LT BASH Y-IN S. GOLFER FLOODER,TROLLY,IN-Y,S. GOLFER FLOODER,,GOLFER FLOODER,P,INT,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 077",77,END OF GAME,11,0,10,-18,-9,11,DUAL RT JACK STAY Y-PUNCH DANCER,DUAL,,JACK STAY Y-PUNCH DANCER,,PUNCH-Y DANCER,P,SACK,11,11,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 078",78,END OF GAME,11,2,19,-9,0,11,YAC TRAIN LT S. SPRINTY SMASH,TRAIN,AC-Y,S. SPRINTY SMASH,,SMASH,P,I,11,,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 079",79,END OF GAME,11,3,19,-9,10,11,TROLLY LT Y-IN SPIDER,TROLLY,IN-Y,SPIDER,BEETLE-SPIDER,,R,,11,0,N
"05 NCCR OFF vs. TXMU (09/30/23), Play 080",80,END OF GAME,11,4,9,-19,12,11,TRAIN RT OFF JACK H-DRIVE DANCER,TRAIN,,JACK H-DRIVE DANCER,,DRIVE-H DANCER,P,C,11,86,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 001",1,PUNT,1,0,10,-25,4,21,FIB DOUBLE RT OFF H-PLANE BEETLE SLICE,DOUBLE,PLANE-H,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 002",2,PUNT,1,2,6,-29,0,21,FIB FEDEX LT STACK H-TOPGUN SPIDER FORCE,FEDEX,TOPGUN-H,SPIDER FORCE,BEETLE-SPIDER,,R,,11,4,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 003",3,PUNT,1,3,6,-29,-9,11,ROCKY DAFFY LT 1 LOAD SLOP STICK,DAFFY,,LOAD SLOP STICK,,SLOP STICK,P,SACK,11,11,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 004",4,PUNT,2,0,10,-6,1,12,TRIPS LT SQUEEZE S. PITT QUAD,TRIPS,,S. PITT QUAD,PITT QUAD,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 005",5,PUNT,2,2,9,-7,11,12,TROUBLE RT H-PLANE ROACH CUT OMAHA,TROUBLE,PLANE-H,ROACH CUT OMAHA,ROACH-LEECH CUT,OMAHA,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 006",6,PUNT,2,1,10,-18,0,12,FLANK LT CLASSY QK F-JILL Y-STICK SPACING,FLANK,,QK F-JILL Y-STICK SPACING,,STICK-Y SPACING,P,I,11,81,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 007",7,PUNT,2,2,10,-18,4,21,FIB DOUBLE RT OFF H-PLANE SAME BEETLE SLICE,DOUBLE,PLANE-H,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 008",8,PUNT,2,3,6,-22,0,21,Y-SHIFT H-TORCH LT BASH JILL STAY Y-OMAHA FORCE,TORCH,SHIFT-Y,JILL STAY Y-OMAHA FORCE,,,P,I,11,18,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 009",9,DOWNS,3,0,10,-24,3,21,TROUBLE LT BILLY H-BOMBER LEECH CUT,TROUBLE,BOMBER-H,LEECH CUT,ROACH-LEECH CUT,,R,,11,13,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 010",10,DOWNS,3,2,7,-27,-4,21,NINER WIDOW,TROUBLE,,NINER WIDOW,BEETLE-SPIDER,,R,,11,10,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 011",11,DOWNS,3,3,11,-23,10,11,DAFFY LT TEQUILA (CK. Y-PLANE BEETLE CUT),DAFFY,PLANE-Y,BEETLE CUT,BEETLE-SPIDER CUT,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 012",12,DOWNS,3,4,1,-33,1,12,FIRE HUDDLE NINER SCUBA,DEUCE,,NINER SCUBA,SCUBA,,R,,11,13,Y
"06 NCCR OFF vs. MDNA (10/14/23), Play 013",13,DOWNS,3,1,10,-34,0,12,TRIPS RT SHOW LIZZY MAX 5-1,TRIPS,,LIZZY MAX 5-1,,1-May,P,I,11,12,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 014",14,DOWNS,3,2,10,-34,2,12,FIB DOUBLE RT OFF H-PLANE SAME BEETLE SLICE,DOUBLE,PLANE-H,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,11,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 015",15,DOWNS,3,3,8,-36,5,11,DAFFY LT THURSDAY (CK. Y-PLANE BEETLE CUT),DAFFY,PLANE-Y,BEETLE CUT,BEETLE-SPIDER CUT,,R,,11,0,N
"06 NCCR OFF vs. MDNA (10/14/23), Play 016",16,,3,4,3,-41,0,11,NASA (U) YAHOO TRIX RT X-JET H-IN,TRIX,JET-X,NASA,,,X,,11,,PEN
"06 NCCR OFF vs. MDNA (10/14/23), Play 017",17,DOWNS,4,0,10,-3,4,13-Z,(U) FIB TRIPS LT TITE Z-TOPGUN ROACH,TRIPS,TOPGUN-Z,ROACH,ROACH-LEECH,,R,,11,13,Y
